Hippocampome v1.0

Number of lines:
3235

Start node ID	Start node #	End node ID	End Node #
1004	17	1000	0
1004	17	1041	1
1004	17	1001	2
1004	17	1002	3
1004	17	1043	4
1004	17	1027	5
1004	17	1010	6
1004	17	1035	7
1004	17	1036	8
1004	17	1009	9
1004	17	1013	10
1004	17	1026	11
1004	17	1040	12
1004	17	1005	13
1004	17	1008	14
1004	17	1007	15
1004	17	1006	16
1004	17	1004	17
1004	17	2042	28
1004	17	4011	69
2000	18	2000	18
2000	18	2004	19
2000	18	2003	20
2000	18	2001	21
2000	18	2028	22
2000	18	2047	23
2000	18	2043	24
2000	18	2044	25
2000	18	2045	26
2000	18	2021	27
2000	18	2042	28
2000	18	2046	29
2000	18	2005	30
2000	18	2017	31
2000	18	2013	32
2000	18	2014	33
2000	18	2036	35
2000	18	2035	36
2000	18	2009	37
2000	18	2049	38
2000	18	2023	39
2000	18	2008	40
2000	18	2022	41
2000	18	2020	42
2000	18	3000	43
2000	18	3006	44
2000	18	3007	45
2000	18	3003	46
2000	18	3008	47
2000	18	4000	48
2000	18	4054	50
2000	18	4036	51
2000	18	4038	52
2000	18	4023	53
2000	18	4078	54
2000	18	4079	55
2000	18	4039	56
2000	18	4080	57
2000	18	4022	58
2000	18	4056	60
2000	18	4031	61
2000	18	4020	62
2000	18	4091	63
2000	18	4093	64
2000	18	4081	65
2000	18	4005	66
2000	18	4004	67
2000	18	4069	70
2000	18	4089	71
2000	18	4087	72
2000	18	4055	73
2000	18	4083	74
2000	18	4068	75
2000	18	4066	76
2000	18	4006	77
2000	18	4076	78
2000	18	4003	79
2000	18	4028	80
2000	18	4061	81
2000	18	4015	82
2000	18	4084	83
2000	18	4033	84
2000	18	4041	85
2000	18	4035	86
2000	18	4013	87
2004	19	1000	0
2004	19	1041	1
2004	19	1001	2
2004	19	1002	3
2004	19	1043	4
2004	19	1027	5
2004	19	1010	6
2004	19	1035	7
2004	19	1036	8
2004	19	1009	9
2004	19	1013	10
2004	19	1026	11
2004	19	1040	12
2004	19	1005	13
2004	19	1006	16
2004	19	1004	17
2004	19	2000	18
2004	19	2004	19
2004	19	2003	20
2004	19	2001	21
2004	19	2028	22
2004	19	2047	23
2004	19	2043	24
2004	19	2044	25
2004	19	2045	26
2004	19	2021	27
2004	19	2042	28
2004	19	2046	29
2004	19	2005	30
2004	19	2017	31
2004	19	2013	32
2004	19	2014	33
2004	19	2036	35
2004	19	2035	36
2004	19	2009	37
2004	19	2049	38
2004	19	2023	39
2004	19	2008	40
2004	19	2022	41
2004	19	2020	42
2004	19	3000	43
2004	19	3006	44
2004	19	3007	45
2004	19	3003	46
2004	19	3008	47
2004	19	4000	48
2004	19	4054	50
2004	19	4036	51
2004	19	4038	52
2004	19	4023	53
2004	19	4078	54
2004	19	4079	55
2004	19	4039	56
2004	19	4080	57
2004	19	4022	58
2004	19	4056	60
2004	19	4031	61
2004	19	4020	62
2004	19	4091	63
2004	19	4093	64
2004	19	4081	65
2004	19	4005	66
2004	19	4004	67
2004	19	4069	70
2004	19	4089	71
2004	19	4087	72
2004	19	4055	73
2004	19	4083	74
2004	19	4068	75
2004	19	4066	76
2004	19	4006	77
2004	19	4076	78
2004	19	4003	79
2004	19	4028	80
2004	19	4061	81
2004	19	4015	82
2004	19	4084	83
2004	19	4033	84
2004	19	4041	85
2004	19	4035	86
2004	19	4013	87
2004	19	5001	88
2004	19	5005	89
2004	19	5002	90
2003	20	2000	18
2003	20	2004	19
2003	20	2028	22
2003	20	2043	24
2003	20	2044	25
2003	20	2045	26
2003	20	2042	28
2003	20	2046	29
2003	20	2019	34
2003	20	2036	35
2003	20	2035	36
2003	20	2049	38
2003	20	3007	45
2001	21	2000	18
2001	21	2004	19
2001	21	2028	22
2001	21	2043	24
2001	21	2044	25
2001	21	2045	26
2001	21	2042	28
2001	21	2046	29
2001	21	2005	30
2001	21	2017	31
2001	21	2013	32
2001	21	2014	33
2001	21	2019	34
2001	21	2036	35
2001	21	2035	36
2001	21	2049	38
2028	22	2000	18
2028	22	2004	19
2047	23	2000	18
2047	23	2004	19
2043	24	2000	18
2043	24	2004	19
2043	24	2028	22
2043	24	2043	24
2043	24	2044	25
2043	24	2045	26
2043	24	2042	28
2043	24	2035	36
2043	24	2049	38
2044	25	2000	18
2044	25	2004	19
2044	25	2028	22
2044	25	2043	24
2044	25	2044	25
2044	25	2045	26
2044	25	2042	28
2044	25	2035	36
2044	25	2049	38
2045	26	2000	18
2045	26	2004	19
2045	26	2003	20
2045	26	2001	21
2045	26	2028	22
2045	26	2047	23
2045	26	2043	24
2045	26	2044	25
2045	26	2045	26
2045	26	2021	27
2045	26	2042	28
2045	26	2046	29
2045	26	2005	30
2045	26	2017	31
2045	26	2013	32
2045	26	2014	33
2045	26	2019	34
2045	26	2036	35
2045	26	2035	36
2045	26	2009	37
2045	26	2049	38
2045	26	2023	39
2045	26	2008	40
2045	26	2022	41
2045	26	2020	42
2045	26	3007	45
2021	27	2000	18
2021	27	2004	19
2021	27	2003	20
2021	27	2001	21
2021	27	2028	22
2021	27	2047	23
2021	27	2043	24
2021	27	2044	25
2021	27	2045	26
2021	27	2021	27
2021	27	2042	28
2021	27	2046	29
2021	27	2005	30
2021	27	2017	31
2021	27	2013	32
2021	27	2014	33
2021	27	2019	34
2021	27	2036	35
2021	27	2035	36
2021	27	2009	37
2021	27	2049	38
2021	27	2023	39
2021	27	2008	40
2021	27	2022	41
2021	27	2020	42
2021	27	3007	45
2042	28	1041	1
2042	28	1002	3
2042	28	1043	4
2042	28	1027	5
2042	28	1010	6
2042	28	1035	7
2042	28	1036	8
2042	28	1009	9
2042	28	1013	10
2042	28	1026	11
2042	28	1005	13
2042	28	1006	16
2042	28	1004	17
2042	28	2000	18
2042	28	2004	19
2042	28	2003	20
2042	28	2001	21
2042	28	2028	22
2042	28	2047	23
2042	28	2043	24
2042	28	2044	25
2042	28	2045	26
2042	28	2021	27
2042	28	2042	28
2042	28	2046	29
2042	28	2005	30
2042	28	2017	31
2042	28	2013	32
2042	28	2014	33
2042	28	2019	34
2042	28	2036	35
2042	28	2035	36
2042	28	2009	37
2042	28	2049	38
2042	28	2023	39
2042	28	2008	40
2042	28	2022	41
2042	28	2020	42
2042	28	3007	45
2046	29	2000	18
2046	29	2004	19
2046	29	2003	20
2046	29	2001	21
2046	29	2028	22
2046	29	2047	23
2046	29	2043	24
2046	29	2044	25
2046	29	2045	26
2046	29	2021	27
2046	29	2042	28
2046	29	2046	29
2046	29	2005	30
2046	29	2017	31
2046	29	2013	32
2046	29	2014	33
2046	29	2019	34
2046	29	2036	35
2046	29	2035	36
2046	29	2009	37
2046	29	2049	38
2046	29	2023	39
2046	29	2008	40
2046	29	2022	41
2046	29	2020	42
2046	29	3007	45
2005	30	2000	18
2005	30	2004	19
2005	30	2003	20
2005	30	2001	21
2005	30	2028	22
2005	30	2043	24
2005	30	2044	25
2005	30	2045	26
2005	30	2042	28
2005	30	2046	29
2005	30	2005	30
2005	30	2017	31
2005	30	2013	32
2005	30	2014	33
2005	30	2036	35
2005	30	2035	36
2005	30	2049	38
2005	30	2023	39
2005	30	2008	40
2017	31	2000	18
2017	31	2004	19
2017	31	2028	22
2017	31	2043	24
2017	31	2044	25
2017	31	2045	26
2017	31	2042	28
2017	31	2046	29
2017	31	2005	30
2017	31	2017	31
2017	31	2013	32
2017	31	2014	33
2017	31	2019	34
2017	31	2036	35
2017	31	2035	36
2017	31	2049	38
2017	31	3007	45
2013	32	2000	18
2013	32	2004	19
2013	32	2003	20
2013	32	2001	21
2013	32	2028	22
2013	32	2047	23
2013	32	2043	24
2013	32	2044	25
2013	32	2045	26
2013	32	2021	27
2013	32	2042	28
2013	32	2046	29
2013	32	2005	30
2013	32	2017	31
2013	32	2013	32
2013	32	2014	33
2013	32	2019	34
2013	32	2036	35
2013	32	2035	36
2013	32	2009	37
2013	32	2049	38
2013	32	2023	39
2013	32	2008	40
2013	32	2022	41
2013	32	2020	42
2013	32	3007	45
2014	33	2000	18
2014	33	2004	19
2014	33	2003	20
2014	33	2001	21
2014	33	2028	22
2014	33	2043	24
2014	33	2044	25
2014	33	2045	26
2014	33	2042	28
2014	33	2046	29
2014	33	2005	30
2014	33	2017	31
2014	33	2013	32
2014	33	2014	33
2014	33	2019	34
2014	33	2036	35
2014	33	2035	36
2014	33	2049	38
2014	33	2023	39
2014	33	2008	40
2019	34	1000	0
2019	34	1041	1
2019	34	1001	2
2019	34	1043	4
2019	34	1027	5
2019	34	1010	6
2019	34	1035	7
2019	34	1036	8
2019	34	1009	9
2019	34	1026	11
2019	34	1040	12
2019	34	1005	13
2019	34	1008	14
2019	34	1007	15
2019	34	1006	16
2019	34	1004	17
2019	34	2000	18
2019	34	2004	19
2019	34	2003	20
2019	34	2001	21
2019	34	2028	22
2019	34	2043	24
2019	34	2044	25
2019	34	2045	26
2019	34	2042	28
2019	34	2046	29
2019	34	2005	30
2019	34	2017	31
2019	34	2013	32
2019	34	2014	33
2019	34	2019	34
2019	34	2036	35
2019	34	2035	36
2019	34	2049	38
2019	34	2023	39
2019	34	2008	40
2019	34	4011	69
2036	35	1041	1
2036	35	1002	3
2036	35	1043	4
2036	35	1027	5
2036	35	1010	6
2036	35	1035	7
2036	35	1036	8
2036	35	1009	9
2036	35	1013	10
2036	35	1026	11
2036	35	1005	13
2036	35	1006	16
2036	35	1004	17
2036	35	2000	18
2036	35	2004	19
2036	35	2003	20
2036	35	2001	21
2036	35	2028	22
2036	35	2043	24
2036	35	2044	25
2036	35	2045	26
2036	35	2042	28
2036	35	2046	29
2036	35	2005	30
2036	35	2017	31
2036	35	2013	32
2036	35	2014	33
2036	35	2019	34
2036	35	2036	35
2036	35	2035	36
2036	35	2049	38
2036	35	2023	39
2036	35	2008	40
2036	35	3007	45
2035	36	1041	1
2035	36	1002	3
2035	36	1043	4
2035	36	1027	5
2035	36	1010	6
2035	36	1035	7
2035	36	1036	8
2035	36	1009	9
2035	36	1013	10
2035	36	1026	11
2035	36	1005	13
2035	36	1006	16
2035	36	1004	17
2035	36	2000	18
2035	36	2004	19
2035	36	2028	22
2035	36	2043	24
2035	36	2044	25
2035	36	2045	26
2035	36	2042	28
2035	36	2046	29
2035	36	2005	30
2035	36	2017	31
2035	36	2013	32
2035	36	2014	33
2035	36	2019	34
2035	36	2036	35
2035	36	2035	36
2035	36	2049	38
2035	36	3007	45
2009	37	2000	18
2009	37	2004	19
2009	37	2003	20
2009	37	2001	21
2009	37	2028	22
2009	37	2047	23
2009	37	2043	24
2009	37	2044	25
2009	37	2045	26
2009	37	2021	27
2009	37	2042	28
2009	37	2046	29
2009	37	2005	30
2009	37	2017	31
2009	37	2013	32
2009	37	2014	33
2009	37	2036	35
2009	37	2035	36
2009	37	2009	37
2009	37	2049	38
2009	37	2023	39
2009	37	2008	40
2009	37	2022	41
2009	37	2020	42
2049	38	2000	18
2049	38	2003	20
2049	38	2001	21
2049	38	2028	22
2049	38	2043	24
2049	38	2044	25
2049	38	2005	30
2023	39	2000	18
2023	39	2004	19
2023	39	2003	20
2023	39	2001	21
2023	39	2028	22
2023	39	2043	24
2023	39	2044	25
2023	39	2045	26
2023	39	2042	28
2023	39	2046	29
2023	39	2005	30
2023	39	2017	31
2023	39	2013	32
2023	39	2014	33
2023	39	2036	35
2023	39	2035	36
2023	39	2049	38
2023	39	2023	39
2023	39	2008	40
2008	40	2000	18
2008	40	2003	20
2008	40	2001	21
2008	40	2028	22
2008	40	2043	24
2008	40	2044	25
2008	40	2005	30
2022	41	2000	18
2022	41	2004	19
2022	41	2028	22
2022	41	2047	23
2022	41	2043	24
2022	41	2044	25
2022	41	2045	26
2022	41	2021	27
2022	41	2042	28
2022	41	2046	29
2022	41	2035	36
2022	41	2009	37
2022	41	2049	38
2022	41	2022	41
2022	41	2020	42
2020	42	2000	18
2020	42	2004	19
2020	42	2003	20
2020	42	2001	21
2020	42	2028	22
2020	42	2047	23
2020	42	2043	24
2020	42	2044	25
2020	42	2045	26
2020	42	2021	27
2020	42	2042	28
2020	42	2046	29
2020	42	2005	30
2020	42	2017	31
2020	42	2013	32
2020	42	2014	33
2020	42	2019	34
2020	42	2036	35
2020	42	2035	36
2020	42	2009	37
2020	42	2049	38
2020	42	2023	39
2020	42	2008	40
2020	42	2022	41
2020	42	2020	42
2020	42	3007	45
2020	42	4000	48
2020	42	4054	50
2020	42	4036	51
2020	42	4038	52
2020	42	4023	53
2020	42	4078	54
2020	42	4079	55
2020	42	4039	56
2020	42	4080	57
2020	42	4022	58
2020	42	4056	60
2020	42	4031	61
2020	42	4020	62
2020	42	4091	63
2020	42	4093	64
2020	42	4081	65
2020	42	4005	66
2020	42	4004	67
2020	42	4069	70
2020	42	4089	71
2020	42	4087	72
2020	42	4055	73
2020	42	4083	74
2020	42	4068	75
2020	42	4066	76
2020	42	4006	77
2020	42	4076	78
2020	42	4003	79
2020	42	4028	80
2020	42	4061	81
2020	42	4015	82
2020	42	4084	83
2020	42	4033	84
2020	42	4041	85
2020	42	4035	86
2020	42	4013	87
3000	43	1041	1
3000	43	1002	3
3000	43	1043	4
3000	43	1027	5
3000	43	1010	6
3000	43	1035	7
3000	43	1036	8
3000	43	1009	9
3000	43	1013	10
3000	43	1026	11
3000	43	1005	13
3000	43	1006	16
3000	43	1004	17
3000	43	2000	18
3000	43	2004	19
3000	43	2003	20
3000	43	2001	21
3000	43	2028	22
3000	43	2047	23
3000	43	2043	24
3000	43	2044	25
3000	43	2045	26
3000	43	2021	27
3000	43	2042	28
3000	43	2046	29
3000	43	2005	30
3000	43	2017	31
3000	43	2013	32
3000	43	2014	33
3000	43	2019	34
3000	43	2036	35
3000	43	2035	36
3000	43	2009	37
3000	43	2049	38
3000	43	2023	39
3000	43	2008	40
3000	43	2022	41
3000	43	2020	42
3000	43	3000	43
3000	43	3006	44
3000	43	3007	45
3000	43	3003	46
3000	43	3008	47
3000	43	4000	48
3000	43	4054	50
3000	43	4036	51
3000	43	4038	52
3000	43	4023	53
3000	43	4078	54
3000	43	4079	55
3000	43	4039	56
3000	43	4080	57
3000	43	4022	58
3000	43	4056	60
3000	43	4031	61
3000	43	4020	62
3000	43	4091	63
3000	43	4093	64
3000	43	4081	65
3000	43	4005	66
3000	43	4004	67
3000	43	4069	70
3000	43	4089	71
3000	43	4087	72
3000	43	4055	73
3000	43	4083	74
3000	43	4068	75
3000	43	4066	76
3000	43	4006	77
3000	43	4076	78
3000	43	4003	79
3000	43	4028	80
3000	43	4061	81
3000	43	4015	82
3000	43	4084	83
3000	43	4033	84
3000	43	4041	85
3000	43	4035	86
3000	43	4013	87
3006	44	3000	43
3006	44	3006	44
3006	44	3007	45
3006	44	3003	46
3006	44	3008	47
3007	45	2000	18
3007	45	2004	19
3007	45	2028	22
3007	45	2043	24
3007	45	2044	25
3007	45	2045	26
3007	45	2042	28
3007	45	2035	36
3007	45	2049	38
3007	45	3000	43
3007	45	3006	44
3007	45	3007	45
3007	45	3003	46
3007	45	3008	47
3007	45	4000	48
3007	45	4054	50
3007	45	4036	51
3007	45	4078	54
3007	45	4079	55
3007	45	4039	56
3007	45	4080	57
3007	45	4022	58
3007	45	4056	60
3007	45	4020	62
3007	45	4091	63
3007	45	4093	64
3007	45	4081	65
3007	45	4066	76
3007	45	4013	87
3003	46	3000	43
3003	46	3006	44
3003	46	3007	45
3003	46	3003	46
3003	46	3008	47
3003	46	4000	48
3003	46	4054	50
3003	46	4036	51
3003	46	4038	52
3003	46	4023	53
3003	46	4078	54
3003	46	4079	55
3003	46	4039	56
3003	46	4080	57
3003	46	4022	58
3003	46	4056	60
3003	46	4031	61
3003	46	4020	62
3003	46	4091	63
3003	46	4093	64
3003	46	4081	65
3003	46	4005	66
3003	46	4004	67
3003	46	4069	70
3003	46	4089	71
3003	46	4087	72
3003	46	4055	73
3003	46	4083	74
3003	46	4068	75
3003	46	4066	76
3003	46	4006	77
3003	46	4076	78
3003	46	4003	79
3003	46	4028	80
3003	46	4061	81
3003	46	4015	82
3003	46	4084	83
3003	46	4033	84
3003	46	4041	85
3003	46	4035	86
3003	46	4013	87
3008	47	3000	43
3008	47	3006	44
3008	47	3007	45
3008	47	3003	46
3008	47	3008	47
4000	48	4000	48
4000	48	4036	51
4000	48	4038	52
4000	48	4023	53
4000	48	4078	54
4000	48	4079	55
4000	48	4039	56
4000	48	4080	57
4000	48	4022	58
4000	48	4031	61
4000	48	4020	62
4000	48	4093	64
4000	48	4081	65
4000	48	4069	70
4000	48	4089	71
4000	48	4087	72
4000	48	4055	73
4000	48	4083	74
4000	48	4068	75
4000	48	4066	76
4000	48	4076	78
4000	48	4003	79
4000	48	4084	83
4000	48	4033	84
4000	48	4041	85
4000	48	4035	86
4000	48	4013	87
4000	48	5001	88
4000	48	5005	89
4000	48	5002	90
4000	48	6025	97
4000	48	6095	105
4000	48	6085	106
4000	48	6086	107
4000	48	6033	108
4000	48	6021	109
4000	48	6002	110
4000	48	6023	111
4000	48	6052	112
4000	48	6078	113
4000	48	6047	118
4094	49	4000	48
4094	49	4094	49
4094	49	4054	50
4094	49	4036	51
4094	49	4078	54
4094	49	4079	55
4094	49	4022	58
4094	49	4021	59
4094	49	4056	60
4094	49	4020	62
4094	49	4005	66
4094	49	4004	67
4094	49	4012	68
4094	49	4011	69
4094	49	4055	73
4094	49	4006	77
4094	49	4076	78
4094	49	4003	79
4094	49	4015	82
4094	49	4013	87
4054	50	4000	48
4054	50	4036	51
4054	50	4038	52
4054	50	4023	53
4054	50	4078	54
4054	50	4079	55
4054	50	4039	56
4054	50	4080	57
4054	50	4022	58
4054	50	4031	61
4054	50	4020	62
4054	50	4093	64
4054	50	4081	65
4054	50	4069	70
4054	50	4089	71
4054	50	4087	72
4054	50	4055	73
4054	50	4083	74
4054	50	4068	75
4054	50	4066	76
4054	50	4076	78
4054	50	4003	79
4054	50	4084	83
4054	50	4033	84
4054	50	4041	85
4054	50	4035	86
4054	50	4013	87
4036	51	4000	48
4036	51	4054	50
4038	52	4000	48
4038	52	4054	50
4023	53	1041	1
4023	53	1002	3
4023	53	1043	4
4023	53	1027	5
4023	53	1010	6
4023	53	1035	7
4023	53	1036	8
4023	53	1009	9
4023	53	1013	10
4023	53	1026	11
4023	53	1005	13
4023	53	1006	16
4023	53	1004	17
4023	53	2000	18
4023	53	2004	19
4023	53	2003	20
4023	53	2001	21
4023	53	2028	22
4023	53	2047	23
4023	53	2043	24
4023	53	2044	25
4023	53	2045	26
4023	53	2021	27
4023	53	2042	28
4023	53	2046	29
4023	53	2005	30
4023	53	2017	31
4023	53	2013	32
4023	53	2014	33
4023	53	2019	34
4023	53	2036	35
4023	53	2035	36
4023	53	2009	37
4023	53	2049	38
4023	53	2023	39
4023	53	2008	40
4023	53	2022	41
4023	53	2020	42
4023	53	3007	45
4023	53	4000	48
4023	53	4094	49
4023	53	4054	50
4023	53	4036	51
4023	53	4038	52
4023	53	4023	53
4023	53	4078	54
4023	53	4079	55
4023	53	4039	56
4023	53	4080	57
4023	53	4022	58
4023	53	4021	59
4023	53	4056	60
4023	53	4031	61
4023	53	4020	62
4023	53	4091	63
4023	53	4093	64
4023	53	4081	65
4023	53	4005	66
4023	53	4004	67
4023	53	4012	68
4023	53	4011	69
4023	53	4069	70
4023	53	4089	71
4023	53	4087	72
4023	53	4055	73
4023	53	4083	74
4023	53	4068	75
4023	53	4066	76
4023	53	4006	77
4023	53	4076	78
4023	53	4003	79
4023	53	4028	80
4023	53	4061	81
4023	53	4015	82
4023	53	4084	83
4023	53	4033	84
4023	53	4041	85
4023	53	4035	86
4023	53	4013	87
4078	54	4000	48
4078	54	4054	50
4078	54	4036	51
4078	54	4078	54
4078	54	4079	55
4078	54	4039	56
4078	54	4080	57
4078	54	4022	58
4078	54	4056	60
4078	54	4020	62
4078	54	4091	63
4078	54	4093	64
4078	54	4081	65
4078	54	4066	76
4078	54	4013	87
4079	55	4000	48
4079	55	4054	50
4079	55	4036	51
4079	55	4078	54
4079	55	4079	55
4079	55	4039	56
4079	55	4080	57
4079	55	4022	58
4079	55	4056	60
4079	55	4020	62
4079	55	4091	63
4079	55	4093	64
4079	55	4081	65
4079	55	4066	76
4079	55	4013	87
4039	56	4000	48
4039	56	4054	50
4039	56	4036	51
4039	56	4078	54
4039	56	4079	55
4039	56	4039	56
4039	56	4080	57
4039	56	4022	58
4039	56	4056	60
4039	56	4020	62
4039	56	4091	63
4039	56	4093	64
4039	56	4081	65
4039	56	4066	76
4039	56	4013	87
4080	57	3007	45
4080	57	4000	48
4080	57	4054	50
4080	57	4036	51
4080	57	4038	52
4080	57	4023	53
4080	57	4078	54
4080	57	4079	55
4080	57	4039	56
4080	57	4080	57
4080	57	4022	58
4080	57	4056	60
4080	57	4031	61
4080	57	4020	62
4080	57	4091	63
4080	57	4093	64
4080	57	4081	65
4080	57	4005	66
4080	57	4004	67
4080	57	4069	70
4080	57	4089	71
4080	57	4087	72
4080	57	4055	73
4080	57	4083	74
4080	57	4068	75
4080	57	4066	76
4080	57	4006	77
4080	57	4076	78
4080	57	4003	79
4080	57	4028	80
4080	57	4061	81
4080	57	4015	82
4080	57	4084	83
4080	57	4033	84
4080	57	4041	85
4080	57	4035	86
4080	57	4013	87
